age,income,employment_length,debt,credit_history_length,num_credit_cards,num_loans,monthly_emi,payment_history,housing,purpose,job_type,existing_defaults,credit_risk
36,82023.0,16.0,49683.0,17,3,0,3822.0,good,rent,business,self_employed,2,1
56,55248.0,5.0,19208.0,13,4,2,1130.0,good,with_parents,home_renovation,salaried,0,0
53,85221.0,18.0,48971.0,21,7,4,1065.0,poor,rent,personal,self_employed,1,1
69,31023.0,37.0,24883.0,9,2,4,579.0,poor,own,car,salaried,0,1
33,82643.0,27.0,20384.0,2,3,4,658.0,excellent,own,medical,salaried,0,0
43,38153.0,1.0,15017.0,8,2,1,273.0,excellent,own,car,self_employed,0,0
55,39924.0,37.0,35703.0,2,4,0,5100.0,good,rent,business,salaried,0,1
46,42842.0,36.0,33771.0,10,6,0,750.0,excellent,rent,personal,student,0,0
28,41065.0,3.0,21762.0,11,5,0,1145.0,good,rent,education,salaried,0,0
57,46545.0,21.0,22767.0,11,2,0,2070.0,excellent,rent,car,salaried,0,0
35,34559.0,25.0,10088.0,2,3,0,215.0,good,with_parents,business,self_employed,0,0
57,59939.0,35.0,29348.0,20,7,3,652.0,poor,rent,car,salaried,1,1
40,35049.0,12.0,27021.0,6,3,4,751.0,poor,rent,car,salaried,0,1
44,56801.0,31.0,35921.0,13,2,3,1633.0,good,own,medical,self_employed,0,0
62,72499.0,16.0,21499.0,23,3,1,717.0,good,rent,car,self_employed,0,0
43,38572.0,,8534.0,27,7,2,231.0,average,rent,business,student,3,1
35,59299.0,18.0,16333.0,10,5,4,961.0,excellent,own,medical,salaried,0,0
31,55065.0,34.0,10699.0,6,6,1,198.0,average,own,business,salaried,0,0
38,85552.0,39.0,11233.0,24,5,3,624.0,good,with_parents,home_renovation,salaried,0,0
43,35913.0,27.0,14590.0,20,3,2,608.0,excellent,own,home_renovation,salaried,2,0
22,59311.0,0.0,8677.0,9,7,1,177.0,good,own,home_renovation,self_employed,1,0
28,15732.0,17.0,3085.0,10,7,2,58.0,excellent,own,car,salaried,0,0
21,36075.0,39.0,18587.0,14,2,1,620.0,average,rent,personal,salaried,0,0
59,51361.0,32.0,9754.0,18,4,3,271.0,excellent,rent,business,salaried,0,0
63,70077.0,11.0,7309.0,15,3,2,174.0,good,own,home_renovation,self_employed,0,0
36,22933.0,7.0,7334.0,21,3,1,244.0,excellent,own,personal,student,0,0
65,59150.0,23.0,14035.0,20,3,3,668.0,average,with_parents,home_renovation,self_employed,0,0
54,43862.0,15.0,21405.0,27,3,4,498.0,good,rent,home_renovation,salaried,2,1
65,17613.0,3.0,2413.0,19,2,3,50.0,good,rent,personal,self_employed,0,0
40,48269.0,37.0,33258.0,11,4,3,616.0,good,own,home_renovation,self_employed,0,0
52,75765.0,26.0,62150.0,17,4,4,2220.0,good,own,car,salaried,0,0
65,24832.0,8.0,16933.0,22,0,3,891.0,excellent,own,car,salaried,0,0
26,43021.0,15.0,21635.0,12,3,4,1967.0,average,rent,medical,salaried,1,1
58,27240.0,11.0,21290.0,4,3,4,710.0,excellent,own,car,salaried,0,0
67,36566.0,30.0,23427.0,3,0,4,837.0,excellent,own,education,unemployed,0,0
62,70779.0,23.0,4174.0,27,4,1,87.0,average,own,medical,salaried,0,0
37,40113.0,13.0,15443.0,13,7,2,908.0,excellent,own,home_renovation,salaried,0,0
60,70228.0,24.0,54308.0,7,7,1,3017.0,good,rent,education,student,1,1
59,64963.0,33.0,22346.0,8,1,4,545.0,good,own,business,unemployed,0,0
55,38471.0,2.0,3075.0,24,5,2,70.0,good,rent,personal,self_employed,1,0
24,35953.0,23.0,24601.0,18,1,2,631.0,average,with_parents,business,salaried,0,0
44,28872.0,8.0,21127.0,2,4,4,1921.0,good,own,education,salaried,1,1
52,28244.0,25.0,5268.0,4,6,2,123.0,good,rent,car,salaried,0,0
63,51358.0,19.0,26025.0,20,3,2,473.0,average,with_parents,home_renovation,salaried,1,0
24,44644.0,39.0,9516.0,25,1,1,167.0,excellent,with_parents,medical,salaried,0,0
55,33775.0,9.0,22337.0,17,2,2,496.0,good,own,home_renovation,salaried,0,0
51,17122.0,18.0,4808.0,0,7,4,370.0,good,own,car,salaried,0,0
40,46911.0,2.0,14954.0,7,2,0,1150.0,good,own,home_renovation,salaried,0,0
39,36548.0,23.0,28077.0,18,0,0,624.0,poor,rent,personal,salaried,0,1
24,41485.0,4.0,18870.0,16,4,0,497.0,average,rent,personal,self_employed,0,0
24,50484.0,2.0,31264.0,16,4,4,802.0,excellent,rent,personal,self_employed,2,1
66,8000.0,26.0,3136.0,10,1,0,64.0,excellent,own,business,salaried,0,0
22,17401.0,15.0,5278.0,1,3,1,264.0,excellent,own,car,salaried,1,0
48,86336.0,14.0,50218.0,5,4,4,1225.0,excellent,rent,personal,salaried,3,1
29,35881.0,34.0,6517.0,21,1,4,163.0,excellent,own,education,salaried,0,0
48,8000.0,11.0,2936.0,13,1,4,58.0,good,rent,personal,salaried,0,0
49,18901.0,25.0,4303.0,2,5,2,159.0,average,own,medical,unemployed,0,1
42,89720.0,33.0,57549.0,11,5,2,2055.0,average,own,business,student,0,1
27,32346.0,22.0,27577.0,3,4,2,613.0,excellent,own,education,self_employed,0,0
21,65862.0,30.0,59024.0,11,1,3,1180.0,good,own,car,student,2,1
69,47180.0,19.0,20416.0,12,0,1,365.0,good,own,car,self_employed,0,0
49,36271.0,11.0,9599.0,1,0,4,356.0,average,own,medical,salaried,0,0
58,58958.0,22.0,25140.0,1,5,4,2514.0,average,own,personal,student,0,1
55,8000.0,3.0,6161.0,14,4,2,171.0,poor,own,education,salaried,1,1
54,19060.0,22.0,4290.0,22,7,4,238.0,good,own,medical,self_employed,0,0
42,36138.0,0.0,31053.0,28,3,4,941.0,average,rent,education,salaried,0,1
49,20828.0,24.0,7094.0,16,6,0,284.0,excellent,own,personal,salaried,0,0
24,34546.0,1.0,30675.0,6,7,4,807.0,good,rent,personal,self_employed,0,1
20,60367.0,29.0,46049.0,29,0,3,2193.0,excellent,rent,home_renovation,salaried,2,1
38,47378.0,2.0,34931.0,27,0,2,1027.0,good,rent,home_renovation,salaried,1,1
46,68951.0,20.0,22079.0,13,7,1,789.0,good,with_parents,personal,salaried,0,0
29,48517.0,24.0,2788.0,11,5,1,96.0,excellent,own,business,salaried,0,0
22,62864.0,19.0,23562.0,29,5,0,604.0,excellent,rent,medical,student,0,0
33,43847.0,21.0,13441.0,16,4,1,1120.0,excellent,with_parents,home_renovation,self_employed,0,0
24,34375.0,20.0,2811.0,13,5,1,65.0,excellent,rent,personal,salaried,0,0
67,71650.0,32.0,34361.0,5,2,2,818.0,excellent,own,education,salaried,0,0
48,32232.0,37.0,12654.0,18,6,2,1406.0,excellent,own,medical,unemployed,0,0
56,51189.0,14.0,30169.0,23,7,3,774.0,excellent,own,home_renovation,salaried,3,1
69,58840.0,14.0,34010.0,5,7,0,724.0,excellent,rent,business,salaried,0,0
20,60147.0,24.0,9181.0,26,1,1,340.0,poor,rent,medical,salaried,2,1
33,24022.0,20.0,21149.0,17,0,3,2115.0,good,own,medical,unemployed,0,1
29,63935.0,23.0,13355.0,23,7,0,243.0,excellent,rent,car,salaried,0,0
26,27379.0,4.0,11731.0,4,2,1,250.0,good,rent,education,salaried,1,0
44,59593.0,5.0,27705.0,23,7,1,989.0,average,own,business,salaried,0,0
69,54633.0,22.0,40489.0,23,3,2,686.0,average,rent,business,salaried,0,0
63,59735.0,3.0,8025.0,5,2,4,401.0,excellent,rent,business,salaried,0,0
62,23310.0,26.0,9658.0,1,4,0,268.0,good,own,education,salaried,0,0
23,55583.0,17.0,32473.0,7,3,1,2320.0,average,rent,business,salaried,2,1
24,64541.0,20.0,15030.0,14,3,0,313.0,average,own,car,salaried,1,0
44,48481.0,27.0,28281.0,14,7,3,488.0,average,rent,home_renovation,salaried,0,0
22,30265.0,34.0,25275.0,10,5,3,842.0,average,with_parents,education,unemployed,0,1
37,61555.0,21.0,55270.0,21,7,4,1842.0,average,rent,business,unemployed,0,1
38,47051.0,39.0,3650.0,21,2,1,68.0,good,own,personal,salaried,0,0
51,14860.0,22.0,3719.0,23,4,2,143.0,good,own,home_renovation,salaried,0,0
38,28869.0,2.0,9058.0,0,0,1,647.0,good,own,medical,salaried,0,0
67,35527.0,39.0,13829.0,17,6,0,261.0,average,rent,education,self_employed,0,0
30,72105.0,9.0,18453.0,11,5,3,429.0,excellent,own,personal,self_employed,0,0
65,68943.0,24.0,15372.0,11,2,0,569.0,poor,rent,medical,salaried,0,0
19,68885.0,7.0,59336.0,24,0,4,1236.0,excellent,own,personal,self_employed,0,0
44,49182.0,10.0,40858.0,10,2,3,1459.0,good,own,business,self_employed,0,0
32,61445.0,4.0,5527.0,27,5,2,102.0,average,own,education,student,3,1
56,24466.0,36.0,8269.0,7,0,3,919.0,excellent,with_parents,business,salaried,1,0
55,45122.0,37.0,17795.0,27,5,1,523.0,good,rent,medical,salaried,0,0
29,53129.0,28.0,13450.0,6,2,1,672.0,excellent,own,car,salaried,0,0
54,25652.0,4.0,14995.0,22,3,3,2499.0,good,own,personal,unemployed,1,1
31,48778.0,8.0,28990.0,20,6,4,491.0,excellent,rent,car,self_employed,2,0
61,75360.0,1.0,58248.0,1,1,1,1664.0,good,own,medical,salaried,1,1
21,55058.0,0.0,37425.0,10,6,1,1101.0,good,rent,business,salaried,0,0
51,61516.0,39.0,31446.0,21,3,2,1258.0,poor,rent,home_renovation,salaried,3,1
24,8000.0,29.0,4844.0,9,5,3,127.0,poor,rent,personal,salaried,0,0
68,73043.0,10.0,20663.0,2,6,1,449.0,excellent,rent,home_renovation,salaried,0,0
28,41650.0,27.0,23078.0,19,5,4,471.0,average,rent,education,salaried,2,1
23,31164.0,11.0,14518.0,28,5,0,354.0,excellent,with_parents,personal,salaried,0,0
41,41857.0,38.0,6837.0,9,0,3,253.0,excellent,with_parents,car,self_employed,2,0
28,18270.0,25.0,4680.0,27,4,2,260.0,excellent,rent,home_renovation,salaried,0,0
62,63863.0,12.0,19027.0,26,5,1,1586.0,poor,own,medical,salaried,3,1
20,38963.0,7.0,32560.0,17,6,4,2505.0,poor,own,education,salaried,0,1
31,31705.0,27.0,7794.0,13,6,3,236.0,excellent,own,personal,unemployed,2,1
58,41975.0,29.0,12419.0,17,6,4,248.0,excellent,rent,medical,salaried,0,0
20,65124.0,8.0,23702.0,27,3,4,494.0,excellent,rent,education,student,0,0
38,47366.0,38.0,29091.0,23,1,2,2078.0,good,own,car,salaried,0,0
19,19626.0,30.0,2954.0,7,5,3,98.0,good,own,medical,student,0,0
55,53370.0,20.0,45944.0,9,7,1,2188.0,excellent,own,personal,unemployed,0,1
27,28278.0,33.0,22219.0,21,5,2,1481.0,average,rent,education,salaried,0,1
35,8000.0,30.0,4325.0,12,5,1,270.0,good,rent,business,student,0,0
27,71928.0,24.0,44806.0,20,7,0,1245.0,poor,rent,personal,salaried,0,1
29,53230.0,11.0,3415.0,7,0,4,201.0,average,own,personal,salaried,0,0
33,43591.0,0.0,14738.0,3,5,0,409.0,good,rent,personal,salaried,2,1
42,38779.0,21.0,28166.0,26,3,4,1482.0,average,own,personal,salaried,0,0
56,70147.0,39.0,8127.0,3,2,2,145.0,average,rent,business,self_employed,0,0
53,100569.0,36.0,29162.0,4,4,1,595.0,excellent,own,medical,self_employed,0,0
48,53078.0,0.0,29060.0,0,6,1,785.0,good,own,medical,salaried,0,0
49,26467.0,0.0,7092.0,16,5,2,129.0,poor,own,medical,salaried,0,0
67,42220.0,20.0,35629.0,1,0,3,614.0,excellent,own,car,salaried,0,0
23,52750.0,14.0,8514.0,29,3,0,387.0,excellent,with_parents,business,self_employed,1,0
62,8000.0,16.0,5822.0,7,5,0,146.0,good,own,business,salaried,0,0
68,51021.0,21.0,24580.0,6,7,1,4097.0,average,own,education,student,0,1
32,52856.0,37.0,36353.0,14,0,1,1069.0,average,rent,home_renovation,salaried,0,0
29,68874.0,34.0,21634.0,25,2,1,386.0,poor,rent,medical,salaried,0,0
27,66998.0,15.0,32649.0,24,1,2,3628.0,good,own,home_renovation,unemployed,0,1
52,47001.0,7.0,36581.0,4,5,3,1306.0,excellent,rent,education,salaried,1,1
30,72263.0,16.0,32290.0,1,3,0,978.0,good,rent,business,salaried,0,0
53,81642.0,16.0,29045.0,6,0,4,1383.0,average,own,education,salaried,0,0
53,45503.0,25.0,23012.0,7,7,2,1354.0,excellent,own,personal,salaried,0,0
19,,12.0,34655.0,27,0,0,598.0,excellent,own,education,student,1,0
58,13189.0,16.0,5632.0,6,5,3,217.0,excellent,rent,education,salaried,0,0
40,18882.0,37.0,16013.0,29,0,2,320.0,good,own,personal,salaried,0,0
47,29912.0,16.0,8995.0,6,1,0,409.0,average,own,home_renovation,salaried,0,0
26,37015.0,13.0,16810.0,27,0,2,374.0,average,rent,personal,salaried,0,0
29,25270.0,5.0,17522.0,13,6,0,973.0,poor,rent,car,self_employed,2,1
59,44352.0,34.0,28197.0,20,4,0,495.0,excellent,own,education,student,0,0
55,37553.0,13.0,29445.0,17,6,3,796.0,poor,rent,education,unemployed,0,1
32,64276.0,7.0,57674.0,5,4,4,1373.0,average,own,home_renovation,salaried,2,1
48,36454.0,14.0,15049.0,3,0,3,274.0,good,own,business,salaried,0,0
53,8000.0,26.0,1156.0,9,7,0,58.0,poor,rent,personal,salaried,0,0
39,47264.0,12.0,3585.0,17,7,2,211.0,excellent,with_parents,business,self_employed,0,0
55,44744.0,30.0,29882.0,11,5,3,553.0,average,own,car,salaried,0,0
23,29483.0,34.0,23377.0,15,7,4,1169.0,average,rent,personal,salaried,0,1
37,46710.0,5.0,11099.0,24,4,0,285.0,average,rent,car,student,1,1
32,25645.0,4.0,4736.0,6,3,3,431.0,good,own,car,salaried,0,0
44,50937.0,21.0,5240.0,5,4,3,238.0,excellent,rent,car,salaried,0,0
22,92393.0,22.0,69230.0,27,6,3,1306.0,good,own,medical,salaried,1,0
43,12499.0,24.0,3933.0,4,0,3,73.0,good,with_parents,personal,salaried,0,0
63,35708.0,33.0,13978.0,2,5,2,559.0,average,rent,personal,salaried,0,0
60,32823.0,25.0,15668.0,11,2,4,1119.0,average,own,medical,salaried,0,0
43,37201.0,4.0,28404.0,14,5,4,2840.0,poor,own,home_renovation,salaried,1,1
36,,25.0,38219.0,9,5,0,1365.0,excellent,own,medical,salaried,1,0
58,54771.0,19.0,31373.0,25,5,1,826.0,average,own,education,self_employed,2,1
26,60278.0,5.0,12015.0,19,3,2,279.0,poor,own,business,salaried,1,1
57,,5.0,22146.0,18,1,0,1166.0,average,own,business,self_employed,0,1
58,21202.0,17.0,13952.0,15,6,0,634.0,excellent,rent,car,salaried,0,0
32,24936.0,3.0,21876.0,27,0,3,912.0,excellent,own,personal,salaried,1,0
50,58433.0,16.0,12925.0,10,1,1,340.0,excellent,rent,personal,student,0,0
69,,13.0,2794.0,7,2,1,466.0,good,rent,car,salaried,0,0
56,67684.0,13.0,7716.0,2,1,2,429.0,good,own,education,salaried,0,0
51,50279.0,12.0,18577.0,22,0,1,364.0,poor,rent,business,unemployed,0,1
41,23706.0,6.0,17719.0,6,6,0,554.0,good,own,medical,salaried,2,1
33,35606.0,14.0,1996.0,22,6,1,181.0,good,own,home_renovation,salaried,0,0
51,55167.0,18.0,24175.0,28,0,1,2198.0,good,rent,education,salaried,0,0
43,57786.0,34.0,19060.0,6,2,4,502.0,average,own,personal,self_employed,3,1
35,60392.0,16.0,5714.0,13,0,0,163.0,poor,rent,car,unemployed,0,1
51,26127.0,34.0,11305.0,1,2,1,222.0,average,rent,business,salaried,0,0
65,23381.0,18.0,6232.0,9,2,1,156.0,good,with_parents,car,salaried,0,0
20,41584.0,19.0,14517.0,18,0,3,518.0,good,rent,personal,salaried,1,0
32,,35.0,46083.0,25,4,1,3072.0,average,rent,car,salaried,1,1
58,32510.0,34.0,16038.0,8,6,1,286.0,good,own,medical,salaried,1,0
58,53189.0,31.0,8295.0,15,2,4,346.0,excellent,own,business,salaried,0,0
69,53191.0,39.0,46127.0,18,0,0,824.0,excellent,rent,car,salaried,0,0
57,58694.0,23.0,34660.0,17,7,2,1050.0,excellent,own,business,salaried,1,0
69,74960.0,16.0,52546.0,8,4,0,1877.0,average,own,car,student,1,1
24,73114.0,6.0,8579.0,15,6,3,953.0,excellent,own,car,salaried,0,0
24,34297.0,0.0,3087.0,12,2,0,123.0,excellent,rent,business,salaried,0,0
21,8000.0,34.0,532.0,9,6,1,22.0,excellent,own,medical,salaried,3,0
25,32786.0,31.0,6901.0,24,4,3,147.0,good,rent,car,student,1,0
69,46362.0,35.0,18649.0,19,6,0,583.0,good,own,medical,self_employed,1,0
26,38490.0,12.0,32541.0,13,3,3,834.0,average,own,education,self_employed,1,1
60,80422.0,5.0,35265.0,11,5,2,3918.0,excellent,own,home_renovation,salaried,0,0
33,45338.0,13.0,13453.0,24,3,0,313.0,excellent,own,education,unemployed,0,0
65,,36.0,29953.0,18,4,1,2496.0,good,rent,home_renovation,salaried,0,0
47,48910.0,14.0,7099.0,6,2,3,134.0,good,own,education,salaried,0,0
51,38761.0,3.0,22019.0,22,0,4,1835.0,excellent,own,home_renovation,salaried,0,0
48,10353.0,39.0,5520.0,14,1,3,100.0,excellent,rent,car,unemployed,0,0
57,43585.0,15.0,31520.0,15,0,4,553.0,average,own,business,self_employed,0,1
45,103584.0,27.0,92053.0,26,6,1,2969.0,average,own,business,unemployed,0,1
54,22600.0,15.0,5949.0,7,1,2,192.0,excellent,own,personal,student,0,0
47,12332.0,3.0,5959.0,9,1,4,101.0,excellent,with_parents,home_renovation,salaried,0,0
56,79855.0,25.0,65684.0,3,6,2,2737.0,poor,rent,personal,salaried,0,1
51,58357.0,27.0,41866.0,18,6,3,2990.0,average,own,medical,salaried,0,0
55,48374.0,31.0,22460.0,18,2,1,898.0,good,own,medical,unemployed,0,0
45,69528.0,1.0,59347.0,27,4,4,1263.0,average,own,personal,salaried,3,1
51,30033.0,30.0,2963.0,20,7,3,59.0,average,own,home_renovation,unemployed,0,0
22,43081.0,2.0,36246.0,26,0,0,659.0,average,rent,business,salaried,0,1
40,,7.0,5780.0,14,4,3,275.0,good,rent,home_renovation,salaried,0,0
20,82986.0,23.0,42755.0,13,3,2,725.0,good,own,medical,salaried,0,0
28,23966.0,14.0,19338.0,0,2,1,879.0,excellent,rent,car,salaried,0,0
23,68053.0,30.0,18600.0,15,2,1,689.0,poor,own,personal,unemployed,1,1
28,51873.0,8.0,23416.0,9,7,3,1301.0,good,own,personal,salaried,1,1
51,47935.0,38.0,15611.0,18,3,0,918.0,excellent,own,medical,salaried,0,0
56,44861.0,1.0,38550.0,29,0,2,2570.0,poor,own,home_renovation,salaried,0,1
31,20076.0,7.0,15059.0,21,5,3,2510.0,poor,with_parents,personal,salaried,2,1
49,62336.0,6.0,40684.0,2,3,3,1100.0,poor,own,business,salaried,1,1
65,30919.0,38.0,16989.0,4,0,1,485.0,average,own,personal,salaried,0,0
54,25566.0,15.0,19111.0,8,1,2,1470.0,poor,with_parents,home_renovation,unemployed,0,1
63,60938.0,34.0,23365.0,17,6,0,899.0,excellent,rent,medical,salaried,0,0
42,59204.0,29.0,25483.0,10,2,1,944.0,average,rent,business,salaried,0,0
33,46422.0,9.0,31126.0,15,0,3,1353.0,average,with_parents,business,salaried,0,1
47,64432.0,37.0,22815.0,1,4,1,3259.0,excellent,own,personal,salaried,0,0
26,70667.0,17.0,7372.0,11,7,1,139.0,excellent,rent,home_renovation,salaried,0,0
23,68548.0,4.0,7759.0,21,6,4,158.0,poor,rent,personal,salaried,0,0
47,35491.0,28.0,5255.0,5,4,1,375.0,excellent,rent,car,salaried,1,0
65,63254.0,38.0,49922.0,10,6,1,6240.0,average,rent,medical,self_employed,1,1
22,48810.0,33.0,22032.0,26,2,2,373.0,excellent,own,car,salaried,0,0
30,76066.0,22.0,49895.0,7,3,1,1610.0,excellent,rent,business,self_employed,1,1
63,42773.0,4.0,16424.0,11,5,0,632.0,good,own,personal,student,0,1
20,38584.0,29.0,10414.0,28,3,3,298.0,excellent,own,car,salaried,1,0
45,33952.0,5.0,11717.0,26,0,2,355.0,average,own,education,salaried,0,0
49,48407.0,3.0,35098.0,29,7,1,856.0,good,with_parents,car,salaried,0,0
69,53401.0,28.0,31049.0,1,3,0,1002.0,excellent,own,personal,salaried,0,0
69,53747.0,22.0,45523.0,8,2,3,1167.0,excellent,rent,personal,unemployed,0,1
54,51285.0,5.0,32194.0,14,7,2,2476.0,good,own,medical,self_employed,2,1
54,57079.0,31.0,30518.0,1,0,0,2035.0,excellent,with_parents,car,salaried,0,0
44,40994.0,17.0,23312.0,28,1,1,440.0,average,own,personal,salaried,0,0
61,29295.0,14.0,24931.0,0,3,4,519.0,good,rent,personal,salaried,0,0
45,27723.0,39.0,19960.0,9,3,4,363.0,excellent,rent,medical,salaried,0,0
23,62551.0,31.0,4406.0,1,5,2,75.0,good,own,medical,self_employed,0,0
38,53466.0,8.0,26948.0,11,0,0,1418.0,excellent,own,medical,salaried,0,0
29,11595.0,36.0,7364.0,22,4,3,164.0,excellent,rent,medical,salaried,1,0
28,64742.0,9.0,44439.0,7,3,0,2222.0,excellent,with_parents,education,self_employed,1,1
58,78848.0,,18227.0,4,2,4,828.0,average,rent,business,salaried,3,1
56,32113.0,5.0,25276.0,21,3,2,436.0,poor,own,personal,salaried,0,1
24,51051.0,2.0,44030.0,27,5,1,1914.0,average,rent,home_renovation,salaried,0,0
26,36478.0,10.0,9164.0,0,1,0,248.0,good,own,medical,salaried,0,0
41,56310.0,16.0,45061.0,14,5,4,1048.0,excellent,rent,business,self_employed,0,0
65,24012.0,31.0,3180.0,5,3,3,114.0,good,rent,medical,unemployed,0,0
44,43714.0,3.0,4256.0,11,7,2,83.0,average,own,business,salaried,3,1
64,62664.0,3.0,10016.0,7,4,1,358.0,poor,rent,home_renovation,student,0,1
61,67243.0,16.0,6662.0,12,6,0,167.0,excellent,rent,car,salaried,2,0
30,52677.0,18.0,40470.0,18,3,3,920.0,excellent,rent,education,self_employed,1,0
44,38897.0,4.0,3897.0,26,0,1,195.0,average,own,personal,unemployed,2,1
31,16333.0,31.0,4588.0,0,3,4,79.0,average,own,car,salaried,1,1
58,31364.0,21.0,4334.0,10,4,4,149.0,average,rent,home_renovation,unemployed,0,1
36,36553.0,,11006.0,19,0,3,334.0,average,own,education,salaried,0,0
43,32441.0,34.0,4119.0,0,2,4,196.0,poor,own,education,salaried,0,0
51,46072.0,21.0,28463.0,29,7,2,1355.0,good,with_parents,education,self_employed,0,0
65,38846.0,0.0,6345.0,7,0,3,141.0,poor,own,home_renovation,unemployed,0,1
58,48098.0,19.0,37231.0,4,5,4,846.0,poor,with_parents,medical,unemployed,0,1
61,66647.0,21.0,49626.0,16,1,0,4511.0,average,own,medical,self_employed,0,1
30,37684.0,10.0,2322.0,29,5,4,332.0,good,own,medical,salaried,3,1
62,20108.0,12.0,16315.0,7,6,2,277.0,excellent,rent,car,salaried,2,1
54,32369.0,2.0,2415.0,24,0,1,134.0,good,rent,personal,student,0,0
66,55505.0,,14082.0,9,2,1,287.0,good,rent,education,salaried,0,0
22,57203.0,11.0,4435.0,1,3,4,85.0,average,rent,education,self_employed,0,0
23,52310.0,22.0,17548.0,8,7,1,1253.0,excellent,rent,car,salaried,0,0
55,68413.0,13.0,33303.0,23,0,4,854.0,excellent,own,medical,self_employed,1,0
26,41645.0,32.0,30282.0,22,5,2,1376.0,average,own,education,salaried,0,0
60,81939.0,17.0,27637.0,2,0,1,864.0,excellent,own,education,student,0,0
67,59727.0,8.0,38803.0,17,0,0,1141.0,good,rent,home_renovation,salaried,1,1
46,8000.0,22.0,1675.0,6,0,4,40.0,good,own,business,student,1,0
49,77412.0,9.0,53260.0,14,2,1,1110.0,good,own,car,salaried,0,0
27,31194.0,18.0,7817.0,20,7,2,290.0,excellent,own,car,salaried,0,0
69,26386.0,4.0,4539.0,21,4,2,81.0,average,own,medical,self_employed,0,0
47,54428.0,22.0,11299.0,19,4,0,390.0,good,own,car,self_employed,0,0
32,13713.0,29.0,2808.0,17,0,2,234.0,poor,rent,medical,student,0,0
58,32482.0,24.0,15784.0,24,2,2,405.0,good,own,home_renovation,salaried,0,0
59,73028.0,27.0,56091.0,2,2,1,1058.0,excellent,rent,home_renovation,salaried,0,0
40,55012.0,33.0,6473.0,27,6,4,381.0,excellent,rent,personal,salaried,0,0
29,59620.0,24.0,38807.0,29,0,3,1386.0,excellent,own,medical,salaried,0,0
41,33176.0,9.0,20111.0,22,5,2,1006.0,good,rent,home_renovation,student,1,1
19,17309.0,13.0,13703.0,13,5,2,361.0,excellent,own,medical,salaried,0,0
64,57723.0,29.0,14865.0,23,1,3,826.0,good,rent,car,salaried,0,0
55,61745.0,24.0,26710.0,1,7,2,954.0,good,with_parents,personal,salaried,1,0
39,60930.0,13.0,50996.0,13,0,1,1186.0,excellent,rent,business,salaried,0,0
44,48763.0,34.0,29794.0,21,1,1,805.0,excellent,rent,education,salaried,2,0
64,27593.0,33.0,10498.0,10,5,3,210.0,average,own,education,salaried,0,0
54,88880.0,9.0,14372.0,15,5,2,261.0,poor,own,personal,salaried,0,0
41,53636.0,34.0,14649.0,7,0,2,366.0,excellent,rent,medical,salaried,0,0
19,41870.0,10.0,22779.0,6,1,4,3796.0,excellent,own,medical,student,0,1
69,41950.0,10.0,27706.0,10,1,2,533.0,poor,own,medical,salaried,0,1
58,47693.0,20.0,7429.0,2,0,1,149.0,excellent,own,business,salaried,0,0
33,64253.0,20.0,35960.0,16,7,0,3596.0,poor,rent,education,student,0,1
39,48413.0,21.0,25068.0,13,6,0,1393.0,excellent,own,personal,self_employed,0,0
65,60453.0,6.0,29432.0,5,1,0,499.0,average,with_parents,medical,student,0,1
27,47725.0,16.0,30382.0,7,6,0,3038.0,good,own,home_renovation,student,0,1
27,42978.0,1.0,32742.0,21,3,2,885.0,poor,own,car,salaried,0,1
28,56543.0,11.0,18351.0,4,7,2,328.0,good,rent,business,self_employed,0,0
44,55859.0,17.0,45003.0,26,5,4,1731.0,average,own,medical,salaried,0,0
59,41947.0,10.0,7825.0,27,4,2,270.0,excellent,rent,education,salaried,0,0
53,31514.0,15.0,6210.0,7,7,0,270.0,excellent,own,car,unemployed,0,0
43,51151.0,17.0,14156.0,1,6,3,544.0,average,own,personal,salaried,0,0
44,46410.0,34.0,7036.0,14,6,3,119.0,good,own,medical,self_employed,1,0
29,35012.0,25.0,8605.0,11,6,1,574.0,poor,with_parents,education,self_employed,0,1
56,29837.0,15.0,4191.0,16,2,1,145.0,good,rent,car,salaried,0,0
20,52389.0,5.0,39213.0,0,7,2,871.0,average,rent,home_renovation,unemployed,0,1
25,54902.0,11.0,9230.0,14,1,3,178.0,good,own,business,salaried,0,0
36,38519.0,12.0,26393.0,13,1,0,1015.0,poor,rent,personal,salaried,0,1
45,34561.0,3.0,3136.0,19,2,0,105.0,poor,own,education,unemployed,0,1
52,30055.0,38.0,25734.0,21,1,0,451.0,good,with_parents,home_renovation,salaried,0,0
45,51881.0,1.0,33955.0,15,2,2,1213.0,average,rent,business,self_employed,0,1
35,30528.0,25.0,1703.0,28,6,2,63.0,average,rent,business,salaried,0,0
61,85340.0,26.0,59676.0,8,0,4,6631.0,excellent,own,home_renovation,salaried,0,0
62,37615.0,26.0,18317.0,0,7,0,470.0,good,rent,education,unemployed,0,1
69,8000.0,14.0,5700.0,27,3,0,518.0,excellent,own,business,salaried,0,0
42,44457.0,7.0,21967.0,16,6,2,666.0,average,with_parents,personal,salaried,0,0
43,43685.0,6.0,25987.0,28,3,2,722.0,excellent,own,car,salaried,0,0
25,65011.0,39.0,46703.0,12,5,4,1168.0,excellent,own,personal,unemployed,0,0
24,50186.0,11.0,19790.0,20,6,4,450.0,good,own,medical,salaried,0,0
